ID,No.,状态,补货计算异常,风控异常,生单异常,门店编码,门店名称,商品编码,商品名称,舍入值,系统补货数,人工检核补货数,差异值,覆盖期预测销售,安全库存量(计算时),常规陈列,额外陈列,预计期初库存,正常日均销量,补货日正价期初,在途（当日收）,在途（未来日收）,下发规则,熟码商品编码,大分类编码,大分类名称,中分类编码,中分类名称,小分类编码,小分类名称,商品状态,订货分类编码,订货分类名称,销售分类,订货方式,规格,物流模式,内部供应商编码,内部供应商名称,订货单位,大小店标识,商品等级,自定义标签,保质期(天),货架期（天）,折损系数,订货行程,计划交货天数,下一次订货间隔,补货日,预计到货日,补货策略,促销来源,促销开始时间,促销结束时间,最大陈列,最小陈列,陈列百分比,额外陈列量（计算时）,额外陈列百分比（计算时）,补货类型,促销日均销量,D-14销量,D-13销量,D-12销量,D-11销量,D-10销量,D-9销量,D-8销量,D-7销量,D-6销量,D-5销量,D-4销量,D-3销量,D-2销量,D-1销量,D-14markdown销量,D-13markdown销量,D-12markdown销量,D-11markdown销量,D-10markdown销量,D-9markdown销量,D-8markdown销量,D-7markdown销量,D-6markdown销量,D-5markdown销量,D-4markdown销量,D-3markdown销量,D-2markdown销量,D-1markdown销量,D预测销量,D+1预测销量,D+2预测销量,D+3预测销量,D+4预测销量,D+5预测销量,D+6预测销量,预测7日均值,服务水平（计算时）,安全库存量（服务水平）,安全库存上限（天）,安全库存下限（天）,安全库存量上限,安全库存量下限,档期内安全天数,总库存（计算时）,在途（计算时）,库存（实时）,实时库存同步时间,库存天数,补货后库存天数,再订货点,目标库存,需求量,需求单位,团购额外补货数,其他额外补货数,额外需求在途（计算时）,额外需求在途（当日收）,额外需求在途（未来日收）,检核修改原因,生单补货数,商品类型,D日正价销售,D日markdown销售,实时销售同步时间,商品标识
"125,888,731 ",624 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,3002,昆山金鹰店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,9.20 ,12.80 ,2.00 ,0.00 ,39.50 ,10.20 ,21.00 ,25.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,11.00 ,9.00 ,12.00 ,15.00 ,7.00 ,8.00 ,10.00 ,6.00 ,7.00 ,12.00 ,14.00 ,10.00 ,9.00 ,7.00 ,2.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,1.00 ,6.60 ,9.20 ,11.20 ,11.30 ,6.10 ,6.40 ,6.50 ,8.80 ,0.97 ,0.00 ,3.00 ,1.50 ,25.56 ,12.78 ,0.00 ,21.00 ,25.00 ,46.00 ,2025-12-04 08:16:57,1.90 ,4.30 ,22.00 ,22.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,898,646 ",625 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,3003,苏州绿宝广场店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,12.90 ,18.00 ,2.00 ,0.00 ,53.60 ,29.00 ,63.00 ,0.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,23.00 ,21.00 ,34.00 ,41.00 ,20.00 ,22.00 ,21.00 ,22.00 ,22.00 ,46.00 ,31.00 ,10.00 ,13.00 ,14.00 ,8.00 ,8.00 ,2.00 ,8.00 ,3.00 ,8.00 ,0.00 ,1.00 ,11.00 ,14.00 ,5.00 ,0.00 ,2.00 ,3.00 ,9.40 ,12.90 ,20.80 ,24.30 ,9.40 ,10.10 ,10.20 ,15.30 ,0.97 ,0.00 ,3.00 ,1.50 ,36.00 ,18.00 ,0.00 ,63.00 ,0.00 ,63.00 ,2025-12-04 08:17:01,1.90 ,1.90 ,31.00 ,31.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,904,796 ",626 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,3004,苏州世茂广场店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,19.10 ,26.70 ,2.00 ,0.00 ,60.60 ,24.90 ,49.00 ,25.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,10.00 ,25.00 ,31.00 ,40.00 ,11.00 ,25.00 ,18.00 ,21.00 ,27.00 ,40.00 ,21.00 ,18.00 ,16.00 ,19.00 ,3.00 ,4.00 ,1.00 ,9.00 ,0.00 ,4.00 ,8.00 ,0.00 ,11.00 ,6.00 ,2.00 ,5.00 ,0.00 ,3.00 ,13.40 ,19.10 ,26.30 ,27.10 ,12.20 ,13.50 ,13.10 ,19.90 ,0.97 ,0.00 ,3.00 ,1.50 ,53.32 ,26.66 ,0.00 ,49.00 ,25.00 ,74.00 ,2025-12-04 08:17:03,1.90 ,2.80 ,46.00 ,46.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,913,021 ",627 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,3006,苏州景城邻里店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,2.80 ,3.80 ,2.00 ,0.00 ,21.20 ,4.00 ,23.00 ,0.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,30.00 ,,,动态补货,,4.00 ,3.00 ,6.00 ,7.00 ,2.00 ,3.00 ,3.00 ,5.00 ,3.00 ,4.00 ,4.00 ,3.00 ,2.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.80 ,2.80 ,3.50 ,3.30 ,0.70 ,0.70 ,0.70 ,2.50 ,0.97 ,0.00 ,3.00 ,1.50 ,7.67 ,3.84 ,0.00 ,23.00 ,0.00 ,22.00 ,2025-12-04 08:17:09,5.00 ,5.00 ,7.00 ,7.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,915,086 ",628 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,3007,苏州西城永捷店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,0.30 ,0.40 ,2.00 ,0.00 ,34.80 ,1.80 ,35.00 ,0.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,25.00 ,,,动态补货,,1.00 ,2.00 ,2.00 ,2.00 ,1.00 ,2.00 ,1.00 ,2.00 ,1.00 ,2.00 ,2.00 ,1.00 ,2.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,2.00 ,1.00 ,2.00 ,2.00 ,1.00 ,1.00 ,1.00 ,0.20 ,0.30 ,0.70 ,0.70 ,0.00 ,0.10 ,0.10 ,0.30 ,0.97 ,0.00 ,3.00 ,1.50 ,0.74 ,0.37 ,0.00 ,35.00 ,0.00 ,35.00 ,2025-12-04 08:17:13,16.90 ,16.90 ,2.00 ,2.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,886,671 ",629 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,5001,无锡圆融购物中心店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,5.50 ,7.60 ,2.00 ,0.00 ,52.60 ,10.00 ,56.00 ,0.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,11.00 ,7.00 ,12.00 ,14.00 ,10.00 ,10.00 ,8.00 ,10.00 ,9.00 ,14.00 ,13.00 ,10.00 ,4.00 ,5.00 ,2.00 ,2.00 ,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,4.00 ,6.00 ,4.00 ,4.00 ,4.00 ,3.40 ,5.50 ,7.80 ,7.70 ,1.90 ,1.90 ,1.80 ,5.30 ,0.97 ,0.00 ,3.00 ,1.50 ,15.28 ,7.64 ,0.00 ,56.00 ,0.00 ,53.00 ,2025-12-04 08:16:54,5.10 ,5.10 ,13.00 ,13.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,906,856 ",630 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,5002,无锡经开朗诗店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,28.70 ,45.90 ,2.00 ,0.00 ,84.90 ,37.70 ,84.00 ,25.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,31.00 ,33.00 ,52.00 ,56.00 ,28.00 ,36.00 ,34.00 ,32.00 ,29.00 ,51.00 ,58.00 ,24.00 ,25.00 ,23.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,13.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,24.10 ,28.70 ,42.10 ,45.40 ,22.70 ,23.40 ,23.60 ,34.70 ,0.97 ,0.00 ,3.00 ,1.50 ,91.87 ,45.94 ,0.00 ,84.00 ,25.00 ,89.00 ,2025-12-04 08:17:03,2.20 ,2.90 ,75.00 ,75.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,919,191 ",631 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,5004,无锡梅村五洲国际广场店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,4.50 ,5.20 ,2.00 ,0.00 ,15.60 ,6.50 ,19.00 ,0.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,3.00 ,8.00 ,7.00 ,8.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,7.00 ,7.00 ,3.00 ,3.00 ,5.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.40 ,4.50 ,7.10 ,7.30 ,3.00 ,3.10 ,3.20 ,4.20 ,0.97 ,0.00 ,3.00 ,1.50 ,10.48 ,5.24 ,0.00 ,19.00 ,0.00 ,19.00 ,2025-12-04 08:17:13,3.10 ,3.10 ,10.00 ,10.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,910,961 ",632 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,7001,常州钟楼吾悦广场店,50000197,有机开口大板栗,25.00 ,0.00 ,0.00 ,0.00 ,14.80 ,20.60 ,2.00 ,0.00 ,54.70 ,18.70 ,41.00 ,25.00 ,0.00 ,CC&BB热柜推单,10008515,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,6 ,2 ,40.00 ,,,动态补货,,13.00 ,14.00 ,26.00 ,24.00 ,14.00 ,16.00 ,21.00 ,24.00 ,12.00 ,26.00 ,16.00 ,13.00 ,14.00 ,13.00 ,3.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,6.00 ,0.00 ,1.00 ,4.00 ,5.00 ,5.00 ,2.00 ,11.30 ,14.80 ,17.40 ,17.70 ,9.70 ,10.00 ,10.20 ,15.10 ,0.97 ,0.00 ,3.00 ,1.50 ,41.13 ,20.56 ,0.00 ,41.00 ,25.00 ,66.00 ,2025-12-04 08:17:09,2.10 ,3.40 ,35.00 ,35.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,827,671 ",633 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1001,静安体育中心店,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,26.20 ,38.60 ,14.00 ,0.00 ,71.20 ,24.80 ,93.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,46 ,12 ,30.00 ,,,动态补货,,31.00 ,24.00 ,20.00 ,23.00 ,18.00 ,21.00 ,28.00 ,30.00 ,19.00 ,26.00 ,32.00 ,21.00 ,24.00 ,21.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.90 ,26.20 ,22.50 ,25.20 ,22.00 ,22.80 ,21.70 ,22.80 ,0.97 ,0.00 ,3.00 ,1.80 ,64.40 ,38.64 ,0.00 ,93.00 ,0.00 ,78.00 ,2025-12-04 08:16:30,3.70 ,3.70 ,65.00 ,65.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,3.00 ,0.00 ,07:00,生鲜
"125,825,661 ",634 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1003,徐汇沪港国际大厦,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,8.10 ,11.10 ,12.00 ,0.00 ,50.40 ,7.50 ,9.00 ,48.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,46 ,12 ,0.00 ,,,动态补货,,6.00 ,6.00 ,9.00 ,8.00 ,5.00 ,6.00 ,8.00 ,6.00 ,10.00 ,7.00 ,11.00 ,12.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.60 ,8.10 ,7.00 ,8.20 ,6.80 ,7.30 ,7.30 ,6.80 ,0.97 ,0.00 ,3.00 ,1.80 ,18.56 ,11.13 ,0.00 ,9.00 ,48.00 ,52.00 ,2025-12-04 08:16:30,1.20 ,7.30 ,19.00 ,19.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,823,651 ",635 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1006,浦东富都广场店,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,13.80 ,20.40 ,12.00 ,0.00 ,45.00 ,12.90 ,56.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,34 ,12 ,25.00 ,,,动态补货,,13.00 ,15.00 ,12.00 ,19.00 ,16.00 ,11.00 ,11.00 ,11.00 ,11.00 ,24.00 ,17.00 ,9.00 ,7.00 ,8.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.00 ,13.80 ,13.00 ,14.70 ,10.80 ,12.10 ,11.10 ,12.20 ,0.97 ,0.00 ,3.00 ,1.80 ,33.97 ,20.38 ,0.00 ,56.00 ,0.00 ,48.00 ,2025-12-04 08:16:30,4.20 ,4.20 ,34.00 ,34.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,831,691 ",636 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1010,松江涞坊店,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,10.40 ,15.80 ,12.00 ,0.00 ,77.80 ,13.20 ,38.00 ,48.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,46 ,12 ,0.00 ,,,动态补货,,8.00 ,8.00 ,13.00 ,15.00 ,7.00 ,7.00 ,11.00 ,9.00 ,13.00 ,13.00 ,63.00 ,9.00 ,9.00 ,11.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,8.20 ,10.40 ,11.10 ,12.60 ,8.60 ,9.30 ,9.40 ,9.90 ,0.97 ,0.00 ,3.00 ,1.80 ,26.37 ,15.82 ,0.00 ,38.00 ,48.00 ,79.00 ,2025-12-04 08:16:30,3.00 ,6.80 ,26.00 ,26.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,833,701 ",637 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1011,浦东世茂店,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,10.70 ,16.80 ,12.00 ,0.00 ,41.70 ,12.00 ,51.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,34 ,12 ,25.00 ,,,动态补货,,22.00 ,12.00 ,16.00 ,16.00 ,9.00 ,11.00 ,12.00 ,12.00 ,14.00 ,9.00 ,10.00 ,12.00 ,11.00 ,14.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,9.30 ,10.70 ,10.10 ,12.10 ,9.80 ,10.60 ,10.50 ,10.20 ,0.97 ,0.00 ,3.00 ,1.80 ,27.95 ,16.77 ,0.00 ,51.00 ,0.00 ,43.00 ,2025-12-04 08:16:30,4.40 ,4.40 ,28.00 ,28.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,835,711 ",638 ,默认正常,（无异常）该店品当日可以下单,,,1013,静安万航渡店,50000200,黑白芝麻六谷面包,48.00 ,48.00 ,48.00 ,0.00 ,28.40 ,40.70 ,12.00 ,0.00 ,55.80 ,28.50 ,80.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,34 ,12 ,30.00 ,,,动态补货,,25.00 ,25.00 ,34.00 ,40.00 ,25.00 ,29.00 ,26.00 ,24.00 ,24.00 ,34.00 ,38.00 ,25.00 ,26.00 ,22.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,24.20 ,28.40 ,26.90 ,30.50 ,24.50 ,25.70 ,25.10 ,25.00 ,0.97 ,0.00 ,3.00 ,1.80 ,67.89 ,40.74 ,0.00 ,80.00 ,0.00 ,58.00 ,2025-12-04 08:16:30,2.80 ,4.50 ,69.00 ,69.00 ,13.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,837,721 ",639 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1014,杨浦控江店,50000200,黑白芝麻六谷面包,48.00 ,0.00 ,0.00 ,0.00 ,9.20 ,14.70 ,12.00 ,0.00 ,28.30 ,10.00 ,36.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,34 ,12 ,0.00 ,,,动态补货,,7.00 ,9.00 ,14.00 ,11.00 ,5.00 ,6.00 ,11.00 ,8.00 ,7.00 ,11.00 ,17.00 ,12.00 ,6.00 ,7.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.70 ,9.20 ,9.60 ,11.20 ,7.90 ,8.60 ,8.70 ,9.30 ,0.97 ,0.00 ,3.00 ,1.80 ,24.49 ,14.69 ,0.00 ,36.00 ,0.00 ,28.00 ,2025-12-04 08:16:30,3.40 ,3.40 ,24.00 ,24.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,841,776 ",640 ,默认正常,（无异常）该店品当日可以下单,,,1015,闵行红松店,50000200,黑白芝麻六谷面包,48.00 ,48.00 ,48.00 ,0.00 ,16.20 ,24.30 ,12.00 ,0.00 ,37.40 ,15.00 ,51.00 ,0.00 ,0.00 ,CC&BB热柜推单,10002346,02,Bakery,0256,In-Store-Bakery,025601,White Bread,1 可订货商品,2,Bakery,面包 In-Store Bakery,中央订货,1.0PCS,在库,DC04,奥乐齐DC04,EA,大店,A,,180,179,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,Members Only 会员专享,2023-05-23,2042-05-23,46 ,12 ,25.00 ,,,动态补货,,16.00 ,27.00 ,12.00 ,13.00 ,10.00 ,13.00 ,14.00 ,22.00 ,23.00 ,17.00 ,18.00 ,15.00 ,14.00 ,15.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.60 ,16.20 ,14.90 ,16.40 ,13.60 ,14.40 ,14.20 ,14.40 ,0.97 ,0.00 ,3.00 ,1.80 ,40.58 ,24.35 ,0.00 ,51.00 ,0.00 ,41.00 ,2025-12-04 08:16:30,3.30 ,6.50 ,41.00 ,41.00 ,3.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
